week,team,recommendation_type,trigger_player_name,trigger_reason,recommendation,player_name,player_type,eligible_positions,current_level,projected_role_if_promoted,projected_slot_if_promoted,candidate_projection_value,drop_candidate_name,drop_candidate_role,drop_candidate_value,improvement,rationale
2026-week-21,Wendell,injury-il-add,Jameson Taillon,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Matt,auto-applied-il-add,James Wood,10-day Injured List,Auto-applied IL move and replacement add,T.J. Rumfield,hitter,1B/INFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Matt,auto-applied-il-add,Carlos Correa,10-day Injured List,Auto-applied IL move and replacement add,Starling Marte,hitter,DH/OF,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Matt,auto-applied-il-add,Carlos Estevez,60-day Injured List,Auto-applied IL move and replacement add,Miles Mikolas,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Matt,auto-applied-il-add,Emilio Pagan,15-day Injured List,Auto-applied IL move and replacement add,Matt Brash,pitcher,RP/P/PITCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Matt,injury-il-add,Parker Meadows,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Matt,injury-il-add,Spencer Steer,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Matt,injury-il-add,Edward Cabrera,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Michael,auto-applied-il-add,Nick Kurtz,10-day Injured List,Auto-applied IL move and replacement add,Paul Goldschmidt,hitter,1B,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Michael,auto-applied-il-add,Shea Langeliers,10-day Injured List,Auto-applied IL move and replacement add,Jonny DeLuca,hitter,OF/CF/OUTFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Michael,injury-il-add,Francisco Alvarez,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Michael,injury-il-add,Jack Leiter,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Michael,injury-il-add,Luis Severino,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Michael,injury-il-add,Denzel Clarke,60-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Paul,auto-applied-il-add,Byron Buxton,10-day Injured List,Auto-applied IL move and replacement add,Javier Baez,hitter,SS/3B/OF/2B,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Paul,auto-applied-il-add,Devin Williams,15-day Injured List,Auto-applied IL move and replacement add,Zack Littell,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Paul,auto-applied-il-add,Ryan Helsley,15-day Injured List,Auto-applied IL move and replacement add,Foster Griffin,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Paul,auto-applied-il-add,Blake Snell,15-day IL,Auto-applied IL move and replacement add,Steven Matz,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Paul,auto-applied-il-add,Reynaldo Lopez,15-day Injured List,Auto-applied IL move and replacement add,Ian Seymour,pitcher,SP/P/PITCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Paul,no-change,,,No change recommended,,,,,,,,,,,,No additional moves recommended after auto-applying IL updates.
2026-week-21,Josh M,auto-applied-il-add,Trevor Story,10-day Injured List,Auto-applied IL move and replacement add,Triston Casas,hitter,1B,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Josh M,auto-applied-il-add,Munetaka Murakami,10-day Injured List,Auto-applied IL move and replacement add,Ezequiel Duran,hitter,1B/SS/2B/3B/INFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Josh M,injury-il-add,Mitch Keller,60-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh M,injury-il-add,Jeffrey Springs,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh M,injury-il-add,Luke Raley,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh M,injury-il-add,Kris Bubic,60-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh M,injury-il-add,Danny Jansen,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,auto-applied-il-add,Daniel Palencia,15-day Injured List,Auto-applied IL move and replacement add,Jacob Latz,pitcher,SP/P/PITCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Shane,auto-applied-il-add,Nick Pivetta,15-day Injured List,Auto-applied IL move and replacement add,Luke Weaver,pitcher,RP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Shane,auto-applied-il-add,Ryan O’Hearn,10-day Injured List,Auto-applied IL move and replacement add,Bryce Teodosio,hitter,OF/CF/OUTFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Shane,injury-il-add,Shane McClanahan,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,injury-il-add,Chris Bassitt,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,injury-il-add,Tyler Freeman,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,injury-il-add,Robert Suarez,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,injury-il-add,Kyle Teel,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Shane,injury-il-add,Will Vest,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Greg,auto-applied-il-add,Adolis Garcia,60-day Injured List,Auto-applied IL move and replacement add,Oswald Peraza,hitter,3B/1B/2B/SS,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Greg,auto-applied-il-add,Harrison Bader,10-day Injured List,Auto-applied IL move and replacement add,Joey Bart,hitter,C/CATCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Greg,auto-applied-il-add,Yusei Kikuchi,15-day Injured List,Auto-applied IL move and replacement add,Jose A. Ferrer,pitcher,RP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Greg,auto-applied-il-add,Robert Garcia,15-day Injured List,Auto-applied IL move and replacement add,Michael McGreevy,pitcher,SP/P/PITCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Greg,auto-applied-il-add,Chris Martin,15-day Injured List,Auto-applied IL move and replacement add,Alex Vesia,pitcher,RP/P/PITCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Greg,minor-promotion,,,Move to MLB roster as bench player,Parker Messick,pitcher,SP/P/PITCHER,MLB,Bench,,123.9,Joey Bart,Bench,104.5,19.4,Improves the 30-man MLB bucket even though the player would open on the fantasy bench.
2026-week-21,Josh V,auto-applied-il-add,Austin Hays,60-day Injured List,Auto-applied IL move and replacement add,Michael Massey,hitter,2B/OF/INFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Josh V,auto-applied-il-add,Jack Flaherty,15-day Injured List,Auto-applied IL move and replacement add,Jake Irvin,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Josh V,auto-applied-il-add,Samuel Basallo,10-day Injured List,Auto-applied IL move and replacement add,Masataka Yoshida,hitter,DH/OF/LF/OUTFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Josh V,injury-il-add,Ryne Nelson,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh V,injury-il-add,Trey Yesavage,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh V,injury-il-add,Slade Cecconi,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh V,injury-il-add,Mike Burrows,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Josh V,fa-acquisition,Masataka Yoshida,Weakest active player (value 103.0),Drop and add free agent,Chase Dollander,pitcher,SP/P/PITCHER,,,,110.4,Masataka Yoshida,,103.0,7.4,"FA acquisition (pass 1, threshold 4.0)"
2026-week-21,Paul,fa-acquisition,Javier Baez,Weakest active player (value 106.6),Drop and add free agent,Kumar Rocker,pitcher,SP/P/PITCHER,,,,110.4,Javier Baez,,106.6,3.8,"FA acquisition (pass 1, threshold 3.0)"
2026-week-21,Shane,fa-acquisition,Bryce Teodosio,Weakest active player (value 104.8),Drop and add free agent,Jose Quintana,pitcher,SP/P/PITCHER,,,,110.2,Bryce Teodosio,,104.8,5.5,"FA acquisition (pass 1, threshold 4.0)"
2026-week-21,Josh V,fa-acquisition,Michael Massey,Weakest active player (value 103.6),Drop and add free agent,Jose Alvarado,pitcher,RP/P/PITCHER,,,,108.0,Michael Massey,,103.6,4.3,"FA acquisition (pass 2, threshold 4.0)"
