week,team,recommendation_type,trigger_player_name,trigger_reason,recommendation,player_name,player_type,eligible_positions,current_level,projected_role_if_promoted,projected_slot_if_promoted,candidate_projection_value,drop_candidate_name,drop_candidate_role,drop_candidate_value,improvement,rationale
2026-week-18,Matt,injury-il-add,Spencer Steer,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Matt,injury-il-add,Edward Cabrera,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Shea Langeliers,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Francisco Alvarez,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Jack Leiter,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Luis Severino,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Clay Holmes,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Michael,injury-il-add,Denzel Clarke,60-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Paul,injury-il-add,Byron Buxton,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Paul,injury-il-add,Ryan Helsley,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Paul,injury-il-add,Nick Lodolo,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Paul,injury-il-add,Reynaldo Lopez,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh M,injury-il-add,Trevor Story,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh M,injury-il-add,Munetaka Murakami,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh M,injury-il-add,Luke Raley,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh M,injury-il-add,Kris Bubic,60-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh M,injury-il-add,Danny Jansen,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Brendan Donovan,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Daniel Palencia,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Nick Pivetta,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Ryan O’Hearn,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Shane McClanahan,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Chris Bassitt,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Robert Suarez,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Kyle Teel,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Shane,injury-il-add,Will Vest,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,injury-il-add,Adolis Garcia,60-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,injury-il-add,Harrison Bader,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,injury-il-add,Yusei Kikuchi,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,injury-il-add,Robert Garcia,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,injury-il-add,Chris Martin,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Greg,minor-promotion,,,Move to MLB roster as bench player,Parker Messick,pitcher,SP/P/PITCHER,MLB,Bench,,123.9,Brooks Baldwin,Bench,116.2,7.7,Improves the 30-man MLB bucket even though the player would open on the fantasy bench.
2026-week-18,Josh V,injury-il-add,Austin Hays,60-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh V,injury-il-add,Jack Flaherty,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh V,injury-il-add,Samuel Basallo,10-day Injured List,Open an IL slot before lock,Pedro Pages,hitter,C,MLB,Bench,,115.4,,,,115.4,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh V,injury-il-add,Ryne Nelson,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-18,Josh V,injury-il-add,Mike Burrows,15-day Injured List,Open an IL slot before lock,Andre Pallante,pitcher,SP,MLB,Bench,,116.0,,,,116.0,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
